AGENCY 0,DATA 0,DATA TYPE 0,LOCATION 0,LOCATION TYPE 0,SOURCE 0,SOURCE TYPE 0,SUBJECT 0,TIME 0,TIME TYPE 0
National Centers for Environmental Information,71.08,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1978-12,ISO_DATE
National Centers for Environmental Information,72.87,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2010-12,ISO_DATE
National Centers for Environmental Information,72.39,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1997-12,ISO_DATE
National Centers for Environmental Information,69.87,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1998-12,ISO_DATE
National Centers for Environmental Information,74.29,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1950-10,ISO_DATE
National Centers for Environmental Information,71.58,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1980-01,ISO_DATE
National Centers for Environmental Information,77.16,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1992-08,ISO_DATE
National Centers for Environmental Information,76.34,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2009-10,ISO_DATE
National Centers for Environmental Information,74.95,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1997-05,ISO_DATE
National Centers for Environmental Information,71.06,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1993-01,ISO_DATE
National Centers for Environmental Information,76.94,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1993-08,ISO_DATE
National Centers for Environmental Information,72.15,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1998-05,ISO_DATE
National Centers for Environmental Information,77.65,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1995-08,ISO_DATE
National Centers for Environmental Information,77.24,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1996-10,ISO_DATE
National Centers for Environmental Information,73.69,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1953-10,ISO_DATE
National Centers for Environmental Information,73.37,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1960-05,ISO_DATE
National Centers for Environmental Information,75.29,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1960-10,ISO_DATE
National Centers for Environmental Information,76.87,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2005-08,ISO_DATE
National Centers for Environmental Information,76.19,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1976-08,ISO_DATE
National Centers for Environmental Information,73.48,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1981-01,ISO_DATE
National Centers for Environmental Information,76.22,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1981-09,ISO_DATE
National Centers for Environmental Information,71.87,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1967-01,ISO_DATE
National Centers for Environmental Information,80.73,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2019-09,ISO_DATE
National Centers for Environmental Information,78.24,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2018-08,ISO_DATE
National Centers for Environmental Information,72.74,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1954-05,ISO_DATE
National Centers for Environmental Information,75.48,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1954-09,ISO_DATE
National Centers for Environmental Information,73.95,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1984-05,ISO_DATE
National Centers for Environmental Information,73.42,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1955-08,ISO_DATE
National Centers for Environmental Information,69.02,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2000-01,ISO_DATE
National Centers for Environmental Information,76.52,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1972-08,ISO_DATE
National Centers for Environmental Information,75.62,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1958-09,ISO_DATE
National Centers for Environmental Information,75.63,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1968-05,ISO_DATE
National Centers for Environmental Information,76.52,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1968-08,ISO_DATE
National Centers for Environmental Information,71.61,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1965-01,ISO_DATE
National Centers for Environmental Information,77.87,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1988-10,ISO_DATE
National Centers for Environmental Information,75.68,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1963-08,ISO_DATE
National Centers for Environmental Information,71.98,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1964-05,ISO_DATE
National Centers for Environmental Information,76.37,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2013-08,ISO_DATE
National Centers for Environmental Information,69.87,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1952-01,ISO_DATE
National Centers for Environmental Information,75.71,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1975-08,ISO_DATE
National Centers for Environmental Information,74.87,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2022-05,ISO_DATE
National Centers for Environmental Information,76.61,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2022-08,ISO_DATE
National Centers for Environmental Information,77.52,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2022-10,ISO_DATE
National Centers for Environmental Information,74.19,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1991-05,ISO_DATE
National Centers for Environmental Information,76.84,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1974-10,ISO_DATE
National Centers for Environmental Information,72.05,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1956-05,ISO_DATE
National Centers for Environmental Information,72.23,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1973-01,ISO_DATE
National Centers for Environmental Information,72.18,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2006-05,ISO_DATE
National Centers for Environmental Information,71.13,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1975-03,ISO_DATE
National Centers for Environmental Information,75.06,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2022-03,ISO_DATE
National Centers for Environmental Information,72.11,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2006-03,ISO_DATE
National Centers for Environmental Information,74.06,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1967-03,ISO_DATE
National Centers for Environmental Information,71.03,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2019-03,ISO_DATE
National Centers for Environmental Information,69.74,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1954-03,ISO_DATE
National Centers for Environmental Information,69.21,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1955-03,ISO_DATE
National Centers for Environmental Information,71.85,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1961-03,ISO_DATE
National Centers for Environmental Information,69.77,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1953-03,ISO_DATE
National Centers for Environmental Information,72.58,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2015-03,ISO_DATE
National Centers for Environmental Information,73.16,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1978-03,ISO_DATE
National Centers for Environmental Information,71.61,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1993-03,ISO_DATE
National Centers for Environmental Information,72.42,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1975-04,ISO_DATE
National Centers for Environmental Information,71.95,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2006-04,ISO_DATE
National Centers for Environmental Information,69.77,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1985-04,ISO_DATE
National Centers for Environmental Information,71.22,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2000-04,ISO_DATE
National Centers for Environmental Information,75.35,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2016-04,ISO_DATE
National Centers for Environmental Information,72.03,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1960-04,ISO_DATE
National Centers for Environmental Information,71.9,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1983-04,ISO_DATE
National Centers for Environmental Information,71.6,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2010-04,ISO_DATE
National Centers for Environmental Information,70.93,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1950-04,ISO_DATE
National Centers for Environmental Information,75.1,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2022-06,ISO_DATE
National Centers for Environmental Information,73.52,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1956-06,ISO_DATE
National Centers for Environmental Information,77.68,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2020-06,ISO_DATE
National Centers for Environmental Information,76.57,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1968-06,ISO_DATE
National Centers for Environmental Information,75.37,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1987-06,ISO_DATE
National Centers for Environmental Information,74.27,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1962-06,ISO_DATE
National Centers for Environmental Information,77.3,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2019-06,ISO_DATE
National Centers for Environmental Information,72.18,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1955-06,ISO_DATE
National Centers for Environmental Information,74.38,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2011-06,ISO_DATE
National Centers for Environmental Information,77.62,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1980-06,ISO_DATE
National Centers for Environmental Information,76.28,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1982-06,ISO_DATE
National Centers for Environmental Information,78.06,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1994-07,ISO_DATE
National Centers for Environmental Information,75.72,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2006-11,ISO_DATE
National Centers for Environmental Information,74.6,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2002-11,ISO_DATE
National Centers for Environmental Information,75.22,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2018-11,ISO_DATE
National Centers for Environmental Information,72.85,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2017-11,ISO_DATE
National Centers for Environmental Information,74.23,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2005-11,ISO_DATE
National Centers for Environmental Information,74.07,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1978-11,ISO_DATE
National Centers for Environmental Information,75.18,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1984-07,ISO_DATE
National Centers for Environmental Information,68.82,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1955-02,ISO_DATE
National Centers for Environmental Information,75.48,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2000-07,ISO_DATE
National Centers for Environmental Information,71.77,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2017-02,ISO_DATE
National Centers for Environmental Information,74.34,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2015-02,ISO_DATE
National Centers for Environmental Information,70.14,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1960-02,ISO_DATE
National Centers for Environmental Information,77.13,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1978-07,ISO_DATE
National Centers for Environmental Information,74.58,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1979-07,ISO_DATE
National Centers for Environmental Information,72.95,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1994-12,ISO_DATE
National Centers for Environmental Information,76.9,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2007-07,ISO_DATE
National Centers for Environmental Information,68.84,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1957-02,ISO_DATE
National Centers for Environmental Information,75.71,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1973-07,ISO_DATE
National Centers for Environmental Information,76.52,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1971-07,ISO_DATE
National Centers for Environmental Information,70.77,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1959-02,ISO_DATE
National Centers for Environmental Information,75.81,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1959-07,ISO_DATE
National Centers for Environmental Information,72.21,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1969-02,ISO_DATE
National Centers for Environmental Information,77.08,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2013-07,ISO_DATE
National Centers for Environmental Information,70.66,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2019-02,ISO_DATE
National Centers for Environmental Information,73.76,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1973-12,ISO_DATE
National Centers for Environmental Information,70.85,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1971-12,ISO_DATE
National Centers for Environmental Information,73.66,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1968-12,ISO_DATE
National Centers for Environmental Information,71.5,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1969-12,ISO_DATE
National Centers for Environmental Information,73.16,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1964-12,ISO_DATE
National Centers for Environmental Information,74.76,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2019-12,ISO_DATE
National Centers for Environmental Information,72.81,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1986-12,ISO_DATE
National Centers for Environmental Information,72.13,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2016-12,ISO_DATE
National Centers for Environmental Information,72.85,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1983-12,ISO_DATE
National Centers for Environmental Information,75.67,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1980-09,ISO_DATE
National Centers for Environmental Information,74.82,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1980-10,ISO_DATE
National Centers for Environmental Information,73.93,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1999-09,ISO_DATE
National Centers for Environmental Information,74.92,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1982-10,ISO_DATE
National Centers for Environmental Information,70.05,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2009-01,ISO_DATE
National Centers for Environmental Information,77.95,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1997-08,ISO_DATE
National Centers for Environmental Information,76,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1993-10,ISO_DATE
National Centers for Environmental Information,73.9,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1977-01,ISO_DATE
National Centers for Environmental Information,69.97,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1994-01,ISO_DATE
National Centers for Environmental Information,77.77,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2014-10,ISO_DATE
National Centers for Environmental Information,79.95,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2015-09,ISO_DATE
National Centers for Environmental Information,75.65,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1960-09,ISO_DATE
National Centers for Environmental Information,72.63,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2005-01,ISO_DATE
National Centers for Environmental Information,72.55,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1983-05,ISO_DATE
National Centers for Environmental Information,75.21,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1983-08,ISO_DATE
National Centers for Environmental Information,74.82,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1951-10,ISO_DATE
National Centers for Environmental Information,71.65,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1978-01,ISO_DATE
National Centers for Environmental Information,76.15,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1978-09,ISO_DATE
National Centers for Environmental Information,75.48,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1978-10,ISO_DATE
National Centers for Environmental Information,72.4,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2003-01,ISO_DATE
National Centers for Environmental Information,74.1,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2003-05,ISO_DATE
National Centers for Environmental Information,73.15,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1949-10,ISO_DATE
National Centers for Environmental Information,73.29,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2012-05,ISO_DATE
National Centers for Environmental Information,75.39,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2010-08,ISO_DATE
National Centers for Environmental Information,75.47,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2010-09,ISO_DATE
National Centers for Environmental Information,71.29,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1976-01,ISO_DATE
National Centers for Environmental Information,76.03,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1981-08,ISO_DATE
National Centers for Environmental Information,77.06,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1967-08,ISO_DATE
National Centers for Environmental Information,76.92,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1967-09,ISO_DATE
National Centers for Environmental Information,77.21,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1967-10,ISO_DATE
National Centers for Environmental Information,76.03,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2002-09,ISO_DATE
National Centers for Environmental Information,76.94,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2018-10,ISO_DATE
National Centers for Environmental Information,74.68,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1954-10,ISO_DATE
National Centers for Environmental Information,76.42,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1984-10,ISO_DATE
National Centers for Environmental Information,69.21,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1955-01,ISO_DATE
National Centers for Environmental Information,73.08,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,1955-09,ISO_DATE
National Centers for Environmental Information,71.58,STRING,Hawaii,COUNTY,https://www.ncei.noaa.gov/pub/data/cirs/climdiv/,URL,Temperature MA Split By FIPS,2017-01,ISO_DATE
